subject_id,session_id,trial_id,emotion,label_id,n_channels,n_samples,duration_sec,file_path,mat_key
1,2,21,Anger,0,62,46000,230.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,21
1,2,22,Sad,5,62,47800,239.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,22
1,2,23,Fear,2,62,20200,101.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,23
1,2,24,Neutral,4,62,13800,69.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,24
1,2,25,Surprise,6,62,41200,206.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,25
1,2,26,Surprise,6,62,50000,250.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,26
1,2,27,Neutral,4,62,14800,74.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,27
1,2,28,Fear,2,62,59600,298.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,28
1,2,29,Sad,5,62,37800,189.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,29
1,2,30,Anger,0,62,19800,99.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,30
1,2,31,Anger,0,62,62800,314.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,31
1,2,32,Sad,5,62,58400,292.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,32
1,2,33,Fear,2,62,19400,97.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,33
1,2,34,Neutral,4,62,47600,238.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,34
1,2,35,Surprise,6,62,45000,225.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,35
1,2,36,Surprise,6,62,20600,103.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,36
1,2,37,Neutral,4,62,37600,188.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,37
1,2,38,Fear,2,62,34800,174.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,38
1,2,39,Sad,5,62,26600,133.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,39
1,2,40,Anger,0,62,17800,89.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,40
1,3,41,Happy,3,62,26800,134.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,41
1,3,42,Surprise,6,62,32800,164.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,42
1,3,43,Disgust,1,62,29800,149.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,43
1,3,44,Fear,2,62,13800,69.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,44
1,3,45,Anger,0,62,41600,208.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,45
1,3,46,Anger,0,62,15200,76.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,46
1,3,47,Fear,2,62,19400,97.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,47
1,3,48,Disgust,1,62,48000,240.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,48
1,3,49,Surprise,6,62,25800,129.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,49
1,3,50,Happy,3,62,14400,72.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,50
1,3,51,Happy,3,62,10800,54.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,51
1,3,52,Surprise,6,62,50200,251.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,52
1,3,53,Disgust,1,62,28400,142.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,53
1,3,54,Fear,2,62,57200,286.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,54
1,3,55,Anger,0,62,35000,175.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,55
1,3,56,Anger,0,62,12400,62.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,56
1,3,57,Fear,2,62,41600,208.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,57
1,3,58,Disgust,1,62,24200,121.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,58
1,3,59,Surprise,6,62,70000,350.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,59
1,3,60,Happy,3,62,47800,239.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,60
1,4,61,Disgust,1,62,18200,91.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,61
1,4,62,Sad,5,62,48800,244.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,62
1,4,63,Fear,2,62,55400,277.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,63
1,4,64,Surprise,6,62,14200,71.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,64
1,4,65,Happy,3,62,32600,163.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,65
1,4,66,Happy,3,62,18000,90.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,66
1,4,67,Surprise,6,62,45200,226.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,67
1,4,68,Fear,2,62,33200,166.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,68
1,4,69,Sad,5,62,38800,194.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,69
1,4,70,Disgust,1,62,29600,148.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,70
1,4,71,Disgust,1,62,34200,171.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,71
1,4,72,Sad,5,62,23800,119.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,72
1,4,73,Fear,2,62,53600,268.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,73
1,4,74,Surprise,6,62,47600,238.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,74
1,4,75,Happy,3,62,32600,163.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,75
1,4,76,Happy,3,62,23800,119.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,76
1,4,77,Surprise,6,62,17400,87.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,77
1,4,78,Fear,2,62,38200,191.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,78
1,4,79,Sad,5,62,24400,122.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,79
1,4,80,Disgust,1,62,26000,130.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\1.mat,80
2,1,1,Happy,3,62,12400,62.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,1
2,1,2,Neutral,4,62,44400,222.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,2
2,1,3,Disgust,1,62,37800,189.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,3
2,1,4,Sad,5,62,45800,229.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,4
2,1,5,Anger,0,62,53200,266.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,5
2,1,6,Anger,0,62,43800,219.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,6
2,1,7,Sad,5,62,52800,264.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,7
2,1,8,Disgust,1,62,30000,150.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,8
2,1,9,Neutral,4,62,47200,236.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,9
2,1,10,Happy,3,62,51800,259.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,10
2,1,11,Happy,3,62,23600,118.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,11
2,1,12,Neutral,4,62,14600,73.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,12
2,1,13,Disgust,1,62,31600,158.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,13
2,1,14,Sad,5,62,43800,219.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,14
2,1,15,Anger,0,62,29400,147.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,15
2,1,16,Anger,0,62,65800,329.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,16
2,1,17,Sad,5,62,48200,241.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,17
2,1,18,Disgust,1,62,35800,179.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,18
2,1,19,Neutral,4,62,47400,237.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,19
2,1,20,Happy,3,62,35000,175.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,20
2,2,21,Anger,0,62,46000,230.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,21
2,2,22,Sad,5,62,47800,239.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,22
2,2,23,Fear,2,62,20200,101.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,23
2,2,24,Neutral,4,62,13800,69.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,24
2,2,25,Surprise,6,62,41200,206.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,25
2,2,26,Surprise,6,62,50000,250.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,26
2,2,27,Neutral,4,62,14800,74.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,27
2,2,28,Fear,2,62,59600,298.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,28
2,2,29,Sad,5,62,37800,189.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,29
2,2,30,Anger,0,62,19800,99.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,30
2,2,31,Anger,0,62,62800,314.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,31
2,2,32,Sad,5,62,58400,292.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,32
2,2,33,Fear,2,62,19400,97.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,33
2,2,34,Neutral,4,62,47600,238.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,34
2,2,35,Surprise,6,62,45000,225.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,35
2,2,36,Surprise,6,62,20600,103.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,36
2,2,37,Neutral,4,62,37600,188.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,37
2,2,38,Fear,2,62,34800,174.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,38
2,2,39,Sad,5,62,26600,133.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,39
2,2,40,Anger,0,62,17800,89.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,40
2,3,41,Happy,3,62,26800,134.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,41
2,3,42,Surprise,6,62,32800,164.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,42
2,3,43,Disgust,1,62,29800,149.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,43
2,3,44,Fear,2,62,13800,69.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,44
2,3,45,Anger,0,62,41600,208.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,45
2,3,46,Anger,0,62,15200,76.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,46
2,3,47,Fear,2,62,19400,97.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,47
2,3,48,Disgust,1,62,48000,240.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,48
2,3,49,Surprise,6,62,25800,129.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,49
2,3,50,Happy,3,62,14400,72.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,50
2,3,51,Happy,3,62,10800,54.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,51
2,3,52,Surprise,6,62,50200,251.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,52
2,3,53,Disgust,1,62,28400,142.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,53
2,3,54,Fear,2,62,57200,286.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,54
2,3,55,Anger,0,62,35000,175.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,55
2,3,56,Anger,0,62,12400,62.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,56
2,3,57,Fear,2,62,41600,208.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,57
2,3,58,Disgust,1,62,24200,121.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,58
2,3,59,Surprise,6,62,70000,350.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,59
2,3,60,Happy,3,62,47800,239.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,60
2,4,61,Disgust,1,62,18200,91.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,61
2,4,62,Sad,5,62,48800,244.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,62
2,4,63,Fear,2,62,55400,277.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,63
2,4,64,Surprise,6,62,14200,71.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,64
2,4,65,Happy,3,62,32600,163.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,65
2,4,66,Happy,3,62,18000,90.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,66
2,4,67,Surprise,6,62,45200,226.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,67
2,4,68,Fear,2,62,33200,166.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,68
2,4,69,Sad,5,62,38800,194.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,69
2,4,70,Disgust,1,62,29600,148.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,70
2,4,71,Disgust,1,62,34200,171.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,71
2,4,72,Sad,5,62,23800,119.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,72
2,4,73,Fear,2,62,53600,268.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,73
2,4,74,Surprise,6,62,47600,238.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,74
2,4,75,Happy,3,62,32600,163.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,75
2,4,76,Happy,3,62,23800,119.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,76
2,4,77,Surprise,6,62,17400,87.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,77
2,4,78,Fear,2,62,38200,191.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,78
2,4,79,Sad,5,62,24400,122.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,79
2,4,80,Disgust,1,62,26000,130.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\2.mat,80
3,1,1,Happy,3,62,12200,61.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,1
3,1,2,Neutral,4,62,44400,222.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,2
3,1,3,Disgust,1,62,37800,189.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,3
3,1,4,Sad,5,62,45800,229.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,4
3,1,5,Anger,0,62,53200,266.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,5
3,1,6,Anger,0,62,43800,219.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,6
3,1,7,Sad,5,62,52800,264.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,7
3,1,8,Disgust,1,62,30000,150.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,8
3,1,9,Neutral,4,62,47200,236.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,9
3,1,10,Happy,3,62,51800,259.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,10
3,1,11,Happy,3,62,23600,118.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,11
3,1,12,Neutral,4,62,14600,73.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,12
3,1,13,Disgust,1,62,31600,158.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,13
3,1,14,Sad,5,62,43800,219.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,14
3,1,15,Anger,0,62,29400,147.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,15
3,1,16,Anger,0,62,65800,329.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,16
3,1,17,Sad,5,62,48200,241.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,17
3,1,18,Disgust,1,62,35800,179.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,18
3,1,19,Neutral,4,62,47400,237.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,19
3,1,20,Happy,3,62,35000,175.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,20
3,2,21,Anger,0,62,46000,230.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,21
3,2,22,Sad,5,62,47800,239.0,F:\SEED_EEG_3D\SEED-VII_EEG_preprocessed\SEED-VII\EEG_preprocessed\3.mat,22
